term_id	lemma	cf	df
34599	Régnier	5	5
34600	Rémigny	5	3
34601	Réthoré	5	2
34602	Saadi	5	4
34603	Sablé	5	5
34604	Sacrée	5	3
34605	Sagonte	5	5
34606	Saint-Amarante	5	1
34607	Saint-Clair	5	4
34608	Saint-Germain-en-Laye	5	2
34609	Saint-Isidore	5	4
34610	Saint-Jean-de-Latran	5	4
34611	Saint-Juste	5	5
34612	Saint-Mathieu	5	3
34613	Saint-Mihiel	5	3
34614	Saint-Pons	5	1
34615	Saint-Priest	5	2
34616	Saint-Étienne-du-Mont	5	4
34617	Sainte-Appoline	5	3
34618	Sainte-Union	5	3
34619	Sainte-Vehme	5	5
34620	Saladin	5	4
34621	Salcette	5	4
34622	Salines	5	4
34623	Salut	5	5
34624	Samothrace	5	1
34625	San-Remo	5	2
34626	Sanctus	5	3
34627	Sandy-Hook	5	5
34628	Sang	5	3
34629	Santa-Cruz	5	4
34630	Saqui	5	4
34631	Sarmates	5	5
34632	Sarmiento	5	4
34633	Satanas	5	5
34634	Sbogar	5	5
34635	Schill	5	2
34636	Schiltz	5	1
34637	Schlagintweit	5	5
34638	Schwartzenberg	5	4
34639	Scythes	5	5
34640	Semiramide	5	4
34641	Senglea	5	2
34642	Sheffield	5	5
34643	Shipping	5	5
34644	Short	5	4
34645	Siam	5	5
34646	Simonei	5	1
34647	Sirène	5	3
34648	Sixty	5	4
34649	Snowy-river	5	3
34650	Society	5	5
34651	Sontag	5	5
34652	Souchet	5	2
34653	Sourdière	5	4
34654	Soyons	5	5
34655	Spallanzani	5	5
34656	Spartel	5	4
34657	Spielberg	5	5
34658	Spirituels	5	4
34659	Sporades	5	4
34660	Springs	5	3
34661	Square	5	3
34662	State	5	4
34663	Stein	5	5
34664	Stentor	5	5
34665	Stephen	5	5
34666	Stonne	5	1
34667	Stopfer	5	1
34668	Storta	5	5
34669	Stuttgard	5	2
34670	Stuttgart	5	4
34671	Suivez	5	4
34672	Suleyman	5	1
34673	Super	5	5
34674	Surgères	5	4
34675	Susse	5	5
34676	Swammerdam	5	3
34677	Sâr	5	3
34678	Séguiranne	5	2
34679	Sénelle	5	2
34680	Sérénissime	5	1
34681	Sézanne	5	2
34682	Sîdi-Yousouf	5	1
34683	Tadjiks	5	4
34684	Tagliacozzo	5	3
34685	Tais	5	5
34686	Talbot	5	5
34687	Talitzine	5	2
34688	Tamar	5	4
34689	Tananas	5	3
34690	Tancredi	5	5
34691	Tanghin	5	3
34692	Target	5	3
34693	Tasmaniens	5	5
34694	Tavernay	5	5
34695	Teffé	5	3
34696	Temps	5	5
34697	Ternaux	5	4
34698	Terrapin	5	1
34699	Tessin	5	4
34700	That	5	5
34701	Theiss	5	4
34702	Thoronais	5	3
34703	Thoré	5	3
34704	Thouars	5	5
34705	Théologie	5	2
34706	Tiers-État	5	4
34707	Tilsitt	5	4
34708	Timbre	5	3
34709	Timeo	5	4
34710	Timothée	5	3
34711	Timour	5	4
34712	Tingou	5	2
34713	Tityre	5	5
34714	Tlélat	5	4
34715	To	5	4
34716	Tonnay	5	4
34717	Tonneliers	5	5
34718	Torillo	5	4
34719	Toronto	5	5
34720	Torre-Vergata	5	2
34721	Tortuga	5	4
34722	Touat	5	3
34723	Tourangeaux	5	2
34724	Tournai	5	3
34725	Tournay	5	3
34726	Tournefort	5	5
34727	Tout-à-coup	5	5
34728	Trevellyan-Hall	5	5
34729	Trianons	5	3
34730	Trou-d'Enfer	5	3
34731	Truk	5	4
34732	Tsalalais	5	3
34733	Tsing	5	5
34734	Tuffnel	5	2
34735	Turbigo	5	4
34736	Turennio	5	1
34737	Tusta	5	3
34738	Twofold-bay	5	4
34739	Twomouth	5	1
34740	U.	5	5
34741	Udolphe	5	3
34742	Ujfalvy-Bourdon	5	2
34743	Urraca	5	3
34744	Ursins	5	2
34745	Valachie	5	5
34746	Valais	5	4
34747	Valaisans	5	2
34748	Valaques	5	4
34749	Valbezen	5	2
34750	Valleroy	5	1
34751	Vallue	5	3
34752	Valère	5	5
34753	Van-Bogseck	5	2
34754	Vandales	5	5
34755	Vandamme	5	2
34756	Varinkof	5	1
34757	Vasto	5	4
34758	Vauvilliers	5	5
34759	Vendredi	5	4
34760	Verrerie	5	5
34761	Vervalt	5	2
34762	Vesper	5	5
34763	Vian	5	2
34764	Viarmes	5	3
34765	Vicentino	5	2
34766	Vieille-Estrapade	5	5
34767	Vieille-du-Temple	5	4
34768	Vieux-Colombier	5	4
34769	Vignanello	5	1
34770	Vignole	5	5
34771	Villardière	5	2
34772	Villaudry	5	1
34773	Vincenzo	5	3
34774	Vindhias	5	1
34775	Vinoy	5	1
34776	Virginio	5	4
34777	Vitagliani	5	1
34778	Vitebsk	5	2
34779	Vivarais	5	5
34780	Vivet	5	2
34781	Volpie	5	2
34782	Vélabre	5	3
34783	Vélay	5	5
34784	Vénitiens	5	4
34785	Véron	5	3
34786	W	5	5
34787	Wallace	5	5
34788	Wallenstein	5	5
34789	Walton	5	5
34790	Wasa	5	4
34791	Waverley	5	5
34792	Well	5	1
34793	West-Point	5	5
34794	Wettern	5	2
34795	Wheeler	5	1
34796	Whyte	5	1
34797	Wienner	5	4
34798	Wier	5	3
34799	Woodside	5	1
34800	Worcester	5	3
34801	Wousung	5	4
34802	Wratislaw	5	3
34803	XVIIème	5	5
34804	Ximenès	5	5
34805	Ximénès	5	4
34806	Yago	5	4
34807	Yaruros	5	4
34808	Yin-Pang	5	4
34809	Yocul	5	3
34810	York-Sund	5	4
34811	Yorkshire	5	4
34812	Yunnan	5	5
34813	Zabor	5	1
34814	Zadig	5	3
34815	Zembin	5	3
34816	Zerlina	5	4
34817	Zipod	5	1
34818	Zon	5	1
34819	Zuiderzee	5	4
34820	Zélée	5	5
34821	Zéphire	5	4
34822	______	5	3
34823	abdominal	5	5
34824	abor	5	2
34825	abroger	5	4
34826	abréviatif	5	5
34827	ac	5	4
34828	accepté	5	3
34829	accession	5	5
34830	accotement	5	4
34831	accoutumé	5	5
34832	accroche-cœur	5	5
34833	accroupi	5	5
34834	acerbité	5	5
34835	acrobatique	5	5
34836	acrotère	5	5
34837	actinie	5	5
34838	affadissant	5	5
34839	affectif	5	5
34840	afficheur	5	3
34841	afghan	5	5
34842	afoir	5	4
34843	agronomique	5	5
34844	aides-de-camp	5	5
34845	alanguissement	5	5
34846	algébriste	5	5
34847	aliéniste	5	5
34848	allô	5	3
34849	alun	5	5
34850	am	5	5
34851	amaigrissement	5	5
34852	amariner	5	5
34853	ambitionné	5	5
34854	amidonner	5	4
34855	amoindrissement	5	5
34856	amorino	5	3
34857	amoureux-fou	5	5
34858	anarchiste	5	4
34859	anatomiquement	5	5
34860	androgyne	5	5
34861	angoissé	5	5
34862	anhydre	5	4
34863	annuité	5	4
34864	ante	5	5
34865	antispasmodique	5	4
34866	antéhistoriques	5	5
34867	aphrodisiaque	5	5
34868	apocalypse	5	4
34869	apparoir	5	5
34870	appelant	5	5
34871	apprêté	5	5
34872	apéritif	5	5
34873	ariette	5	5
34874	armorial	5	5
34875	armurerie	5	5
34876	arome	5	3
34877	arrière-cour	5	5
34878	arrière-goût	5	5
34879	arrière-grand-père	5	5
34880	arrosement	5	3
34881	arrow-root	5	4
34882	aryen	5	5
34883	ascendance	5	5
34884	aspersion	5	4
34885	assai	5	5
34886	assainissement	5	5
34887	assujetti	5	5
34888	astrologique	5	4
34889	astronomiquement	5	5
34890	ataxique	5	4
34891	attelle	5	4
34892	attenaient	5	5
34893	attitré	5	5
34894	attol	5	2
34895	aubade	5	5
34896	aubert	5	2
34897	aurora	5	5
34898	auzi	5	5
34899	avachissement	5	5
34900	avant-courrier	5	4
34901	avignonnais	5	5
34902	avocat-général	5	4
34903	avéré	5	5
34904	balayure	5	5
34905	ballast	5	3
34906	barbillon	5	4
34907	barbotement	5	5
34908	bas-ventre	5	4
34909	basse-ville	5	4
34910	bauhinias	5	5
34911	belle-de-nuit	5	1
34912	belvéder	5	1
34913	benefaciendo	5	4
34914	berceuse	5	5
34915	berme	5	4
34916	beurrer	5	5
34917	bibeloter	5	4
34918	bicorne	5	3
34919	bienveillamment	5	4
34920	bifurqué	5	5
34921	birgo	5	1
34922	birquoi	5	2
34923	biscornu	5	5
34924	bitte	5	4
34925	blasonner	5	5
34926	bleu-ciel	5	3
34927	bleu-faïence	5	5
34928	blouser	5	3
34929	bluff	5	3
34930	boléro	5	4
34931	bon point	5	5
34932	bon vieux temps	5	4
34933	bosser	5	5
34934	bouddhiste	5	5
34935	bouler	5	5
34936	bouquiniste	5	5
34937	bour	5	2
34938	bourriquet	5	4
34939	boutefeu	5	5
34940	boyard	5	4
34941	brahme	5	4
34942	braiment	5	5
34943	braisillantes	5	5
34944	branlement	5	5
34945	brawnies	5	4
34946	brouet	5	5
34947	brouetté	5	5
34948	brumaille	5	5
34949	brunet	5	5
34950	buggie	5	2
34951	buron	5	5
34952	by	5	5
34953	byronienne	5	5
34954	bâbordaise	5	5
34955	bâtardise	5	5
34956	bère	5	3
34957	bédaïa	5	2
34958	bégayement	5	5
34959	béguinage	5	4
34960	béryl	5	5
34961	caamas	5	5
34962	cabaler	5	4
34963	cage d'escalier	5	5
34964	cagnotte	5	3
34965	calcéolaire	5	5
34966	calessino	5	4
34967	calligraphique	5	5
34968	calédonien	5	5
34969	cambouis	5	5
34970	canarder	5	5
34971	cancaner	5	5
34972	cancanier	5	5
34973	candi	5	5
34974	canné	5	4
34975	capiton	5	4
34976	capuce	5	4
34977	caque	5	5
34978	caramel	5	5
34979	carburer	5	5
34980	cardeur	5	4
34981	cardinalistes	5	5
34982	caricaturer	5	5
34983	carillonné	5	5
34984	carminatif	5	3
34985	carminé	5	5
34986	carne	5	4
34987	carogne	5	5
34988	carotide	5	5
34989	carotteur	5	5
34990	carrelage	5	5
34991	cartonner	5	5
34992	casse-poitrine	5	4
34993	cassine	5	5
34994	castello	5	3
34995	castramétation	5	4
34996	casus belli	5	5
34997	catherinette	5	1
34998	catéchumène	5	5
34999	cauris	5	5
35000	cautériser	5	5
35001	cavaliere	5	5
35002	celui-ci	5	5
35003	cendrillon	5	4
35004	cent-vingt	5	4
35005	centrer	5	5
35006	chalwar	5	4
35007	chambardement	5	5
35008	chamelle	5	5
35009	chancre	5	5
35010	chapeau-casque	5	5
35011	chaperonner	5	5
35012	charabia	5	5
35013	charançon	5	5
35014	charivarique	5	5
35015	charmé	5	5
35016	chaudronnerie	5	4
35017	chausse-trape	5	5
35018	chent	5	1
35019	cheune	5	5
35020	chevaleresquement	5	4
35021	cheviotte	5	3
35022	chicagois	5	5
35023	chinchoire	5	2
35024	chiner	5	4
35025	chochléarias	5	4
35026	cholette	5	1
35027	choral	5	5
35028	chrémeau	5	3
35029	churs	5	2
35030	chêne-liège	5	4
35031	ci-dessous	5	5
35032	cicéronien	5	5
35033	cinquante-septième	5	4
35034	circonflexe	5	5
35035	circulatoire	5	5
35036	cithare	5	3
35037	citronnelle	5	4
35038	città	5	2
35039	classificateur	5	4
35040	clavette	5	4
35041	clayon	5	3
35042	clayonnage	5	5
35043	clinique	5	5
35044	cloisonné	5	5
35045	clouière	5	1
35046	clovisse	5	5
35047	clôturer	5	5
35048	coachman	5	3
35049	coassocié	5	5
35050	cobra	5	5
35051	coercitif	5	5
35052	colonisateur	5	5
35053	combiné	5	5
35054	comparatif	5	5
35055	compresseur	5	5
35056	comtal	5	5
35057	comte-duc	5	5
35058	conchyliologue	5	5
35059	condenseur	5	5
35060	conductibilité	5	4
35061	confectionneur	5	3
35062	conglomérat	5	3
35063	congru	5	5
35064	conjuguer	5	4
35065	consanguin	5	4
35066	consonance	5	5
35067	consterné	5	5
35068	constrictor	5	5
35069	contondant	5	5
35070	contorsionner	5	5
35071	contos	5	3
35072	contre-cacatois	5	5
35073	contre-mine	5	5
35074	contre-nefs	5	5
35075	convertisseur	5	5
35076	convolvulus	5	4
35077	corallien	5	3
35078	cordelette	5	5
35079	corfiotes	5	4
35080	cormier	5	5
35081	corroyeur	5	5
35082	corseter	5	5
35083	corvéable	5	5
35084	cosmogonie	5	5
35085	coulure	5	5
35086	couscoussou	5	4
35087	couveuse	5	5
35088	covert	5	1
35089	cret	5	3
35090	criminaliste	5	4
35091	criterium	5	5
35092	croasser	5	5
35093	croisette	5	5
35094	croisure	5	5
35095	cromper	5	1
35096	croupi	5	5
35097	crucifère	5	4
35098	crève	5	4
35099	crétiniser	5	4
35100	cuche	5	3
35101	culbuteur	5	3
35102	cumul	5	5
35103	cumulus	5	5
35104	cuore	5	4
35105	curaçao	5	4
35106	cycas	5	2
35107	cycle	5	5
35108	câblogramme	5	5
35109	câprier	5	5
35110	daine	5	5
35111	dal	5	5
35112	dantoniste	5	2
35113	danubien	5	4
35114	dariole	5	3
35115	dea	5	5
35116	deliquisti	5	1
35117	deltoïde	5	5
35118	demi-circonférence	5	5
35119	demi-fermés	5	5
35120	demi-liberté	5	5
35121	demi-ligne	5	5
35122	demi-louis	5	4
35123	demi-ombre	5	5
35124	demi-pistoles	5	2
35125	demi-silence	5	4
35126	demi-volume	5	5
35127	demonstrant	5	5
35128	des fois que	5	5
35129	deux-ponts	5	3
35130	devers	5	5
35131	dextre	5	5
35132	diaboliquement	5	5
35133	dies irae	5	4
35134	différentiel	5	4
35135	dilatoire	5	5
35136	dimachères	5	1
35137	dindonnier	5	4
35138	dioptrique	5	4
35139	discorder	5	5
35140	dispositif	5	4
35141	distendu	5	5
35142	distillatoire	5	5
35143	dizain	5	3
35144	documenter	5	5
35145	dolce	5	5
35146	doloire	5	4
35147	donataire	5	5
35148	dorique	5	4
35149	dosage	5	3
35150	douar	5	5
35151	douceâtre	5	5
35152	droumi	5	1
35153	dud	5	1
35154	dès-lors	5	5
35155	débarbouillage	5	5
35156	débotté	5	5
35157	décadi	5	3
35158	décapitation	5	5
35159	décatir	5	5
35160	déchiqueté	5	5
35161	décime	5	4
35162	décompression	5	5
35163	déconcertant	5	5
35164	décorner	5	5
35165	déculotter	5	5
35166	déficeler	5	5
35167	défleurir	5	4
35168	dégingandé	5	5
35169	délectable	5	5
35170	délibératif	5	5
35171	démagogie	5	3
35172	démantibuler	5	5
35173	démis	5	3
35174	dénationaliser	5	5
35175	départissait	5	5
35176	dépliant	5	5
35177	dépopulariser	5	5
35178	dépopularisé	5	5
35179	déraisonnablement	5	4
35180	désabusé	5	5
35181	désarmant	5	5
35182	désavantageusement	5	5
35183	désirant	5	5
35184	désobligeance	5	5
35185	désorienté	5	5
35186	désuni	5	5
35187	déséquilibrement	5	4
35188	détachant	5	5
35189	dévernir	5	5
35190	dévotieusement	5	5
35191	dévotieux	5	5
35192	ecce	5	4
35193	ele	5	2
35194	emmagasinage	5	5
35195	empailleur	5	3
35196	emperler	5	5
35197	emplumé	5	5
35198	en exécution de	5	5
35199	en filigrane	5	5
35200	encaquer	5	5
35201	endimanchement	5	5
35202	enfouissement	5	4
35203	enfroqué	5	4
35204	engore	5	5
35205	engueulade	5	5
35206	enim	5	4
35207	entr'égorger	5	5
35208	entre-colonnes	5	3
35209	entre-dévorer	5	5
35210	entrer en ligne de compte	5	5
35211	entretenu	5	5
35212	entretoise	5	4
35213	enveloppé	5	5
35214	escaillage	5	5
35215	esteros	5	5
35216	estomaquer	5	5
35217	eucharistique	5	5
35218	eul	5	3
35219	eustache	5	3
35220	ex-armateur	5	2
35221	ex-gendarme	5	2
35222	ex-gouvernante	5	3
35223	ex-grand	5	4
35224	ex-grisette	5	4
35225	ex-procureur	5	5
35226	exclu	5	5
35227	exemption	5	5
35228	exhalation	5	5
35229	explicitement	5	5
35230	fac-simile	5	3
35231	fafiot	5	2
35232	fanandel	5	1
35233	fane	5	4
35234	farineux	5	4
35235	farthing	5	5
35236	fatidique	5	5
35237	fauconnerie	5	5
35238	façonnier	5	3
35239	fecit	5	5
35240	fenir	5	4
35241	ferronnier	5	5
35242	feuiller	5	5
35243	fides	5	4
35244	fig.	5	1
35245	filage	5	5
35246	filamenteux	5	5
35247	filialement	5	5
35248	filouterie	5	5
35249	fiocchi	5	4
35250	fixation	5	5
35251	fleurissant	5	5
35252	fleuronné	5	5
35253	floe	5	3
35254	floridiens	5	4
35255	flottage	5	5
35256	flumina	5	5
35257	fluviatile	5	5
35258	folleté	5	5
35259	fornication	5	5
35260	fortunatos	5	5
35261	fotre	5	4
35262	fougasse	5	4
35263	foulage	5	2
35264	foulque	5	4
35265	foulée	5	5
35266	fourbi	5	5
35267	fourchée	5	3
35268	fournier	5	4
35269	fourrageur	5	4
35270	fractionner	5	5
35271	frimaire	5	4
35272	frisottant	5	5
35273	froidie	5	5
35274	fronce	5	5
35275	frustré	5	5
35276	frédérics	5	3
35277	fugit	5	5
35278	fumerie	5	3
35279	gagneur	5	5
35280	galliennes	5	5
35281	garde-vente	5	3
35282	gardes-chasse	5	5
35283	gardes-malades	5	5
35284	gargoulette	5	5
35285	gaudir	5	5
35286	gemmer	5	3
35287	gerber	5	2
35288	germé	5	5
35289	girie	5	4
35290	glaneur	5	5
35291	globuleux	5	5
35292	gloriam	5	4
35293	glycine	5	5
35294	gnou	5	4
35295	gogo	5	5
35296	gommeux	5	5
35297	gorgerette	5	5
35298	gourmer	5	3
35299	graisseur	5	4
35300	grammairien	5	5
35301	grand'gardes	5	5
35302	grand-croix	5	5
35303	grand-dame	5	3
35304	grand-fade	5	3
35305	grand-maréchal	5	2
35306	grandissement	5	5
35307	gratte-papier	5	5
35308	grenu	5	5
35309	grêlé	5	5
35310	guilledou	5	5
35311	guisard	5	2
35312	gémonies	5	4
35313	généalogiste	5	5
35314	génératif	5	4
35315	hachis	5	4
35316	hallebotage	5	3
35317	hami	5	2
35318	hand	5	5
35319	hang	5	4
35320	helléniste	5	5
35321	herborisation	5	4
35322	heurtequin	5	5
35323	heurté	5	5
35324	hexagonal	5	4
35325	hexagone	5	4
35326	hideur	5	5
35327	hilare	5	5
35328	hilgueros	5	4
35329	hippique	5	5
35330	hob	5	1
35331	hoir	5	5
35332	hombre	5	4
35333	homologuer	5	5
35334	homéopathie	5	5
35335	houit	5	2
35336	housch-bégui	5	2
35337	humanum	5	5
35338	humoristique	5	4
35339	humour	5	5
35340	hydrocéphale	5	5
35341	hyménoptère	5	5
35342	hypocras	5	4
35343	hysope	5	5
35344	hébétude	5	5
35345	hémisphérique	5	5
35346	hôme	5	3
35347	i.	5	5
35348	iconoclaste	5	4
35349	identification	5	5
35350	ignition	5	5
35351	il était une fois	5	5
35352	imbriquer	5	5
35353	imbriqué	5	5
35354	immigration	5	5
35355	immodeste	5	5
35356	impendere	5	5
35357	imperator	5	4
35358	implacablement	5	5
35359	improbateur	5	4
35360	impénitence	5	5
35361	impénitent	5	5
35362	impératrice-régente	5	3
35363	inapplicable	5	5
35364	incalculée	5	5
35365	incarné	5	5
35366	incivilité	5	5
35367	incongru	5	5
35368	indi	5	4
35369	indivisibilité	5	4
35370	indulgeat	5	1
35371	inexorablement	5	5
35372	infécondité	5	5
35373	inhalation	5	5
35374	innover	5	5
35375	inquisitif	5	5
35376	insubordonné	5	5
35377	intelligiblement	5	5
35378	intentionnellement	5	5
35379	interjeter	5	5
35380	intérimaire	5	5
35381	inusable	5	5
35382	inutilisé	5	5
35383	inversion	5	5
35384	inébranlablement	5	5
35385	ionique	5	5
35386	irisation	5	4
35387	irresponsable	5	5
35388	irriguer	5	5
35389	irréfrénable	5	5
35390	istam	5	1
35391	jaboter	5	5
35392	jacamars	5	5
35393	jacobinisme	5	5
35394	jaconas	5	5
35395	jambonneau	5	5
35396	jeteur	5	4
35397	jonchet	5	4
35398	jouvenceau	5	5
35399	jubé	5	3
35400	juridiquement	5	5
35401	juroux	5	1
35402	jésuitiquement	5	5
35403	kamtchadale	5	2
35404	kamtchadales	5	4
35405	kanguroos	5	5
35406	kitanda	5	3
35407	kiwi	5	3
35408	koumyss	5	3
35409	kummel	5	5
35410	labarum	5	5
35411	labre	5	5
35412	lacrymal	5	5
35413	laminer	5	5
35414	langoureusement	5	5
35415	langouti	5	4
35416	languedocien	5	4
35417	laper	5	4
35418	lapsus	5	4
35419	larbin	5	4
35420	letorum	5	3
35421	leu	5	4
35422	levraut	5	5
35423	lez	5	5
35424	liarder	5	5
35425	libyen	5	4
35426	licite	5	5
35427	lieutenant-criminel	5	3
35428	light	5	3
35429	lignite	5	4
35430	linon	5	4
35431	lippée	5	5
35432	liquidité	5	4
35433	livonien	5	5
35434	locomobile	5	5
35435	lods	5	5
35436	logographe	5	3
35437	lollards	5	4
35438	lon	5	4
35439	londrès	5	4
35440	longitudinalement	5	5
35441	loqueteux	5	5
35442	lort	5	1
35443	lost	5	3
35444	louvet	5	4
35445	lubrifier	5	5
35446	lubrique	5	5
35447	légitimation	5	5
35448	machineurs	5	5
35449	madrague	5	3
35450	maggior	5	5
35451	maghzen	5	2
35452	magnolier	5	2
35453	maharajah	5	2
35454	mahoganniens	5	3
35455	mahouts	5	3
35456	majorem	5	4
35457	majorquaine	5	2
35458	majos	5	3
35459	malechance	5	5
35460	malgache	5	4
35461	malhonnêtement	5	5
35462	malvenu	5	5
35463	mam'zelle	5	3
35464	mama	5	4
35465	mamelonné	5	5
35466	mamours	5	5
35467	mandant	5	5
35468	manutention	5	5
35469	manuterge	5	3
35470	maras	5	4
35471	marbrure	5	5
35472	marchesina	5	2
35473	mardi-gras	5	5
35474	marelle	5	5
35475	mari-modèle	5	5
35476	maringouin	5	4
35477	marmouset	5	5
35478	martèlement	5	5
35479	maréchal-des-logis-chef	5	4
35480	mastroquet	5	4
35481	mato	5	4
35482	matrimoniomanie	5	5
35483	mazette	5	5
35484	mazurka	5	5
35485	maître-bau	5	5
35486	maître-cordier	5	2
35487	mennesier	5	3
35488	mentonnière	5	5
35489	meringue	5	3
35490	meulier	5	5
35491	mezzo-soprano	5	5
35492	mi-mars	5	5
35493	mi-montagne	5	5
35494	mi-octobre	5	5
35495	micacé	5	5
35496	middleman	5	4
35497	miei	5	5
35498	milliaire	5	5
35499	milliardaises	5	3
35500	minium	5	5
35501	minstrels	5	3
35502	mirador	5	4
35503	mirliton	5	5
35504	mirobolant	5	5
35505	misaine-goélette	5	4
35506	misericordiam	5	1
35507	missa	5	5
35508	mite	5	5
35509	mitoyenneté	5	4
35510	mièvre	5	5
35511	modérateur	5	5
35512	moindrement	5	5
35513	moko	5	2
35514	monitoire	5	2
35515	monsdre	5	2
35516	moqueusement	5	5
35517	mordoré	5	5
35518	morion	5	5
35519	morire	5	4
35520	mort-Dieu	5	5
35521	moutonneux	5	5
35522	moutonnier	5	5
35523	mouvance	5	5
35524	mull	5	4
35525	musiqueux	5	3
35526	mutualité	5	4
35527	myriapode	5	4
35528	médiation	5	4
35529	médicalement	5	5
35530	médème	5	1
35531	mégisserie	5	3
35532	mélinite	5	5
35533	mélodramatique	5	5
35534	métastase	5	3
35535	nardou	5	3
35536	nasard	5	4
35537	nationaliste	5	3
35538	nauf	5	4
35539	nicht	5	3
35540	nimium	5	5
35541	nitre	5	5
35542	non-culpabilité	5	5
35543	nopal	5	4
35544	nouitte	5	2
35545	nouveaux-venus	5	3
35546	numide	5	4
35547	numismate	5	4
35548	nunc	5	4
35549	nécrologique	5	5
35550	négligeable	5	5
35551	néologisme	5	5
35552	obséquieusement	5	5
35553	obtention	5	5
35554	obturation	5	4
35555	octogonal	5	5
35556	oint	5	4
35557	ombellifère	5	5
35558	oncques	5	5
35559	onctueusement	5	5
35560	ondulant	5	5
35561	ondulatoire	5	5
35562	opalin	5	5
35563	opossum	5	5
35564	opportunément	5	5
35565	opticien	5	4
35566	oriflamme	5	3
35567	originalement	5	5
35568	ossianique	5	5
35569	outillé	5	5
35570	outtâ	5	5
35571	ovoïde	5	5
35572	ovule	5	5
35573	oxydation	5	3
35574	pacifiquement	5	5
35575	paillon	5	5
35576	palefroi	5	5
35577	pamoison	5	5
35578	panade	5	4
35579	pantois	5	5
35580	papillonnant	5	5
35581	papillottes	5	5
35582	parthe	5	5
35583	parti-prêtre	5	3
35584	paseo	5	1
35585	paso	5	1
35586	passiflore	5	5
35587	patchouli	5	4
35588	patouiller	5	5
35589	patte-d'oie	5	1
35590	patuit	5	5
35591	pen	5	1
35592	penne	5	5
35593	perverti	5	5
35594	petit-clerc	5	2
35595	petit-gris	5	4
35596	peut-	5	5
35597	philippin	5	1
35598	phthisie	5	4
35599	physiognomonie	5	5
35600	physiologiquement	5	5
35601	phâmes	5	1
35602	phénicien	5	4
35603	piazza	5	3
35604	pif	5	5
35605	pignolet	5	2
35606	piissimam	5	1
35607	pilau	5	5
35608	pilotage	5	5
35609	pimbêche	5	5
35610	pistachier	5	5
35611	pistoliers	5	3
35612	placage	5	5
35613	plaqué	5	5
35614	plaza	5	2
35615	plongeant	5	5
35616	pluribus	5	5
35617	plâtrier	5	5
35618	poco	5	4
35619	pointilleries	5	4
35620	poitrinal	5	4
35621	pombé	5	4
35622	pommard	5	3
35623	pompadour	5	4
35624	ponctuation	5	5
35625	pontificat	5	4
35626	populo	5	5
35627	porte-plume	5	4
35628	portor	5	2
35629	post	5	4
35630	poussé	5	5
35631	poêler	5	5
35632	pratiquant	5	5
35633	pratiquement	5	5
35634	prie-dieu	5	3
35635	primauté	5	5
35636	prognathisme	5	5
35637	progressiste	5	5
35638	prohibition	5	4
35639	propitiatoire	5	5
35640	prorogation	5	5
35641	protée	5	5
35642	prouvé	5	5
35643	prud'homme	5	5
35644	prurit	5	5
35645	préjudicier	5	5
35646	préservateur	5	5
35647	puddlage	5	1
35648	puddler	5	1
35649	puddleur	5	1
35650	pulmonie	5	5
35651	purser	5	2
35652	putréfier	5	5
35653	pyrénéen	5	5
35654	pâtisser	5	5
35655	pédagogique	5	5
35656	pénétrable	5	5
35657	périodicité	5	5
35658	quantes	5	5
35659	quarante-huitième	5	5
35660	quart-d'heure	5	5
35661	quatre-vingt-unième	5	4
35662	quenotte	5	4
35663	questo	5	4
35664	quibuscumque	5	5
35665	quéque	5	4
35666	raccourcissement	5	5
35667	raidissement	5	4
35668	rainette	5	4
35669	ramollissement	5	5
35670	rancuneux	5	5
35671	rara	5	5
35672	rassortiment	5	2
35673	raté	5	4
35674	raïots	5	4
35675	recevable	5	5
35676	rechausser	5	5
35677	reclasser	5	3
35678	recréer	5	5
35679	recueilli	5	5
35680	recuit	5	5
35681	refait	5	5
35682	refendre	5	5
35683	regarnir	5	5
35684	rejak	5	1
35685	rembarquement	5	5
35686	remorquage	5	4
35687	rempailler	5	3
35688	repentance	5	5
35689	reposant	5	5
35690	retable	5	5
35691	retardement	5	5
35692	retravailler	5	5
35693	rets	5	5
35694	ricanant	5	5
35695	rillettes	5	3
35696	rinforzando	5	5
35697	rixdale	5	5
35698	rogaton	5	2
35699	ronron	5	5
35700	room	5	5
35701	roubles-papier	5	5
35702	roulière	5	4
35703	rout	5	4
35704	réappliquer	5	5
35705	réfutation	5	5
35706	réson	5	2
35707	résonnant	5	5
35708	rétrocession	5	4
35709	rétrocéder	5	5
35710	réversible	5	5
35711	saga	5	5
35712	saignement	5	5
35713	sainte nitouche	5	4
35714	salariat	5	4
35715	salifère	5	4
35716	sampan	5	4
35717	sanctam	5	1
35718	sanctum	5	5
35719	sans-souci	5	5
35720	sapide	5	4
35721	saponaire	5	5
35722	sarmate	5	4
35723	sarreau	5	2
35724	saulée	5	4
35725	sauté	5	5
35726	sauvageon	5	5
35727	scarlatine	5	3
35728	schall	5	4
35729	scolopendre	5	5
35730	scorbutique	5	4
35731	seine	5	5
35732	semé	5	5
35733	septentrion	5	5
35734	seringa	5	5
35735	serre-papier	5	4
35736	servilisme	5	5
35737	siamois	5	5
35738	signo	5	4
35739	silentia	5	5
35740	skydskarl	5	2
35741	soeter	5	2
35742	soixante-seizième	5	5
35743	solfier	5	4
35744	sombrement	5	5
